url,id,image_name,link
https://img.faballey.com/Images/Product/TOP05240Z/1.jpg,TOP05240Z,Light Blue Pleated Halter Neck Top ,https://www.faballey.com/light-blue-pleated-halter-neck-top-78/prdt
https://img.faballey.com/Images/Product/TOP05114Z/1.jpg,TOP05114Z,Navy V-Neck Peplum Top ,https://www.faballey.com/navy-v-neck-peplum-top-78/prdt
https://img.faballey.com/Images/Product/TOP05049Z/1.jpg,TOP05049Z,Powder Blue Wrap Crop Top,https://www.faballey.com/powder-blue-wrap-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP05147Z/1.jpg,TOP05147Z,Navy Self Tie Belted Knit Top,https://www.faballey.com/navy-self-tie-belted-knit-top-78/prdt
https://img.faballey.com/Images/Product/TOP05083Z/1.jpg,TOP05083Z,Navy Striped Puff Sleeve Top,https://www.faballey.com/navy-white-stripe-round-neck-top-78/prdt
https://img.faballey.com/Images/Product/TOP04877Z/1.jpg,TOP04877Z,Navy Puff Sleeve Button Down Blouse ,https://www.faballey.com/navy-puff-sleeve-button-down-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04968Z/1.jpg,TOP04968Z,Navy Embellished Peplum Top ,https://www.faballey.com/navy-embellished-peplum-top-78/prdt
https://img.faballey.com/Images/Product/TOP04971Z/1.jpg,TOP04971Z,Navy Buckle Belted Puff Sleeve Top ,https://www.faballey.com/navy-buckle-belted-puff-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP04975Z/1.jpg,TOP04975Z,Navy Mesh Top with Camisole ,https://www.faballey.com/navy-mesh-top-with-camisole-78/prdt
https://img.faballey.com/Images/Product/TOP04979Z/1.jpg,TOP04979Z,Blue Back Tie Classic Top ,https://www.faballey.com/blue-back-tie-classic-top-78/prdt
https://img.faballey.com/Images/Product/TOP05106Z/1.jpg,TOP05106Z,Blue Grey Side Tie Top ,https://www.faballey.com/blue-grey-side-tie-top-78/prdt
https://img.faballey.com/Images/Product/TOP04703Z/1.jpg,TOP04703Z,Powder Blue Lace High Neck Top ,https://www.faballey.com/powder-blue-lace-high-neck-top-78/prdt
https://img.faballey.com/Images/Product/TOP04915Z/1.jpg,TOP04915Z,Blue Floral Front Tie Blouse ,https://www.faballey.com/blue-floral-front-tie-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04494Z/1.jpg,TOP04494Z,Blue Striped Puff Shoulder Belted Wrap Top,https://www.faballey.com/blue-striped-puff-shoulder-belted-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP04583Z/1.jpg,TOP04583Z,Navy Stripe Belted Halter Wrap Top ,https://www.faballey.com/navy-stripe-belted-halter-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP04533Z/1.jpg,TOP04533Z,Blue Grey Floral Belted Blouse ,https://www.faballey.com/blue-grey-floral-belted-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04630Z/1.jpg,TOP04630Z,Blue White Striped Crop Top ,https://www.faballey.com/blue-white-striped-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04495Z/1.jpg,TOP04495Z,Blue Chambray Polka Puff Sleeve Belted Top ,https://www.faballey.com/blue-chambray-polka-puff-sleeve-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04567Z/1.jpg,TOP04567Z,Pastel Blue Embroidered Cami Top ,https://www.faballey.com/pastel-blue-embroidered-cami-top-78/prdt
https://img.faballey.com/Images/Product/TOP04531Z/1.jpg,TOP04531Z,Pastel Blue Floral Trim Detail Blouse ,https://www.faballey.com/pastel-blue-floral-trim-detail-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04590Z/1.jpg,TOP04590Z,Powder Blue Lace Ruffled Halter Top ,https://www.faballey.com/powder-blue-lace-ruffled-halter-top-78/prdt
https://img.faballey.com/Images/Product/TOP04497Z/1.jpg,TOP04497Z,Navy Striped Ruffled Sleeve Blouse ,https://www.faballey.com/navy-striped-ruffled-sleeve-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04600Z/1.jpg,TOP04600Z,Blue Floral KnottedHalter Top ,https://www.faballey.com/blue-floral-knottedhalter-top-78/prdt
https://img.faballey.com/Images/Product/TOP04652Z/1.jpg,TOP04652Z,CLASSICS Blue Pleated Sleeveless Blouse,https://www.faballey.com/classics-blue-pleated-sleeveless-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04824Z/1.jpg,TOP04824Z,Grey Blue Buckle Belted Top ,https://www.faballey.com/grey-blue-buckle-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04493Z/1.jpg,TOP04493Z,Grey Floral Ruffled Cold Shoulder Top ,https://www.faballey.com/grey-floral-ruffled-cold-shoulder-top-78/prdt
https://img.faballey.com/Images/Product/TOP04528Z/1.jpg,TOP04528Z,Aqua Blue Polka Shirt,https://www.faballey.com/aqua-blue-polka-shirt-78/prdt
https://img.faballey.com/Images/Product/TOP04389Z/1.jpg,TOP04389Z,Blue Front Knot Top ,https://www.faballey.com/blue-front-knot-top-78/prdt
https://img.faballey.com/Images/Product/TOP04268Z/1.jpg,TOP04268Z,Navy High Neck Pleated Top,https://www.faballey.com/navy-high-neck-pleated-top-78/prdt
https://img.faballey.com/Images/Product/TOP04380Z/1.jpg,TOP04380Z,Navy Chevron Knotted Top,https://www.faballey.com/navy-chevron-knotted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04475Z/1.jpg,TOP04475Z,Navy  Satin Flared Sleeve Blouse ,https://www.faballey.com/navy--satin-flared-sleeve-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04425Z/1.jpg,TOP04425Z,Blue Side Tie Top,https://www.faballey.com/grey-side-tie-top-78/prdt
https://img.faballey.com/Images/Product/TOP04284Z/1.jpg,TOP04284Z,Navy Checked Off Shoulder Belted Top,https://www.faballey.com/navy-checked-off-shoulder-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04396Z/1.jpg,TOP04396Z,Blue Pin Striped Off Shoulder Shirt ,https://www.faballey.com/blue-pin-striped-off-shoulder-shirt-78/prdt
https://img.faballey.com/Images/Product/TOP04398Z/1.jpg,TOP04398Z,Navy High Neck Long Tee ,https://www.faballey.com/navy-high-neck-long-tee-78/prdt
https://img.faballey.com/Images/Product/TOP04305Z/1.jpg,TOP04305Z,Navy Laser Cut Front Top ,https://www.faballey.com/navy-laser-cut-front-top-78/prdt
https://img.faballey.com/Images/Product/TOP04294Z/1.jpg,TOP04294Z,Blue Floral Shoulder Tie Top,https://www.faballey.com/blue-floral-shoulder-tie-top-78/prdt
https://img.faballey.com/Images/Product/TOP05152Z/1.jpg,TOP05152Z,Black White Polka Ruched Crop Top,https://www.faballey.com/black-white-polka-ruched-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP05136Z/1.jpg,TOP05136Z,Black Puff Sleeve Knit Top,https://www.faballey.com/black-puff-sleeve-knit-top-78/prdt
https://img.faballey.com/Images/Product/TOP05140Z/1.jpg,TOP05140Z,Black Square Neck Knit Top,https://www.faballey.com/black-square-neck-knit-top-78/prdt
https://img.faballey.com/Images/Product/TOP05095Z/1.jpg,TOP05095Z,Black Floral Tie Up Top,https://www.faballey.com/black-floral-tie-up-top-78/prdt
https://img.faballey.com/Images/Product/TOP05080Z/1.jpg,TOP05080Z,Black Botanical Halter Top ,https://www.faballey.com/black-botanical-halter-top-78/prdt
https://img.faballey.com/Images/Product/TOP05149Z/1.jpg,TOP05149Z,Black Gathered Wrap Knit Top ,https://www.faballey.com/black-gathered-wrap-knit-top-78/prdt
https://img.faballey.com/Images/Product/TOP05063Z/1.jpg,TOP05063Z,Black Ditsy Floral Buttoned Trim Detail Top ,https://www.faballey.com/black-ditsy-floral-buttoned-trim-detail-top-78/prdt
https://img.faballey.com/Images/Product/TOP04963Z/1.jpg,TOP04963Z,Black Lace Ruffled Halter Top ,https://www.faballey.com/black-lace-ruffled-halter-top-78/prdt
https://img.faballey.com/Images/Product/TOP04908Z/1.jpg,TOP04908Z,Black Poplin Short Sleeve Kimono Top,https://www.faballey.com/black-poplin-short-sleeve-kimono-top-78/prdt
https://img.faballey.com/Images/Product/TOP04911Z/1.jpg,TOP04911Z,Black Jersey Tank Top,https://www.faballey.com/black-jersey-tanktop-78/prdt
https://img.faballey.com/Images/Product/TOP04483Z/1.jpg,TOP04483Z,Black Ditsy Floral Frill Neck Blouse ,https://www.faballey.com/black-ditsy-floral-frill-neck-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04657Z/1.jpg,TOP04657Z,Black Jersey Tank Top ,https://www.faballey.com/black-jersey-tank-top-78/prdt
https://img.faballey.com/Images/Product/TOP04667Z/1.jpg,TOP04667Z,Black Ditsy Floral Bardot Crop Top ,https://www.faballey.com/black-ditsy-floral-bardot-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04326Z/1.jpg,TOP04326Z,Yellow Striped Horn Ring Cami Top,https://www.faballey.com/yellow-striped-horn-ring-cami-top-78/prdt
https://img.faballey.com/Images/Product/TOP04426Z/1.jpg,TOP04426Z,Black Halter Neck Tie Up Top,https://www.faballey.com/black-halter-neck-tie-up-top-78/prdt
https://img.faballey.com/Images/Product/TOP04258Z/1.jpg,TOP04258Z,Black Gingham Lapel Top,https://www.faballey.com/black-gingham-lapel-top-78/prdt
https://img.faballey.com/Images/Product/TOP04334Z/1.jpg,TOP04334Z,Black Embellished Neck Layered Top ,https://www.faballey.com/black-embellished-neck-layered-top-78/prdt
https://img.faballey.com/Images/Product/TOP04440Z/1.jpg,TOP04440Z,Black Satin Sleeveless Blouse ,https://www.faballey.com/black-satin-sleeveless-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04149Z/1.jpg,TOP04149Z,Black Mustard Polka Belted Top,https://www.faballey.com/black-mustard-polka-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04157Z/1.jpg,TOP04157Z,Black Grid Print Belted Top,https://www.faballey.com/black-grid-print-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP03199Z/1.jpg,TOP03199Z,Tie Up Sleeves Bardot Top - Floral Stripes,https://www.faballey.com/tie-up-sleeves-bardot-top-floral-stripes-78/prdt
https://img.faballey.com/Images/Product/TOP01616A/1.jpg,TOP01616A,Dual Straps Cami - Black,https://www.faballey.com/dual-straps-cami-black-85/prdt
https://img.faballey.com/Images/Product/TOP01214A/1.jpg,TOP01214A,Cut Away Crop Top - Black,https://www.faballey.com/cut-away-crop-top-black-85/prdt
https://img.faballey.com/Images/Product/TOP05065Z/1.jpg,TOP05065Z,Black Floral Frilled Pin Tuck Top ,https://www.faballey.com/black-floral-frilled-pin-tuck-top-78/prdt
https://img.faballey.com/Images/Product/TOP04956Z/1.jpg,TOP04956Z,Black Satin One Shoulder Top ,https://www.faballey.com/black-satin-one-shoulder-top-78/prdt
https://img.faballey.com/Images/Product/TOP04700Z/1.jpg,TOP04700Z,BASICS Black Striped Boat Neck Crop Top ,https://www.faballey.com/basics-black-striped-boat-neck-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04572Z/1.jpg,TOP04572Z,Black Embroidered Strappy Tank Top ,https://www.faballey.com/black-embroidered-strappy-tank-top-78/prdt
https://img.faballey.com/Images/Product/TOP04628Z/1.jpg,TOP04628Z,Black Satin Strappy Crop Top ,https://www.faballey.com/black-satin-strappy-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04260Z/1.jpg,TOP04260Z,Black Gingham Belted Top ,https://www.faballey.com/black-gingham-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04246Z/1.jpg,TOP04246Z,Black Yellow Tartan Boyfriend Shirt,https://www.faballey.com/black-yellow-tartan-boyfriend-shirt-78/prdt
https://img.faballey.com/Images/Product/TOP04340Z/1.jpg,TOP04340Z,Black One Shoulder Cuff Sleeve Top,https://www.faballey.com/black-one-shoulder-cuff-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP04230Z/1.jpg,TOP04230Z,Black Side Tie Ribbed Top,https://www.faballey.com/black-side-tie-ribbed-top-78/prdt
https://img.faballey.com/Images/Product/TOP04144Z/1.jpg,TOP04144Z,Black Contrast Piping Belted Top,https://www.faballey.com/black-contrast-piping-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04121Z/1.jpg,TOP04121Z,BASICS Black Polka Peek A Boo T-Shirt,https://www.faballey.com/basics-black-polka-peek-a-boo-tshirt-287/prdt
https://img.faballey.com/Images/Product/TOP04093Z/1.jpg,TOP04093Z,Black Floral Statement Sleeve Top,https://www.faballey.com/black-floral-statement-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP04047Z/1.jpg,TOP04047Z,Black Chevron Lace Cape Top,https://www.faballey.com/black-chevron-lace-cape-top-78/prdt
https://img.faballey.com/Images/Product/TOP03735Z/1.jpg,TOP03735Z,Grey Slub Boat Neck Knitted Top  ,https://www.faballey.com/grey-slub-boat-neck-knitted-top-78/prdt
https://img.faballey.com/Images/Product/TOP03706Z/1.jpg,TOP03706Z,Black Gingham Strappy Crop Top ,https://www.faballey.com/black-gingham-strappy-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP03414Z/1.jpg,TOP03414Z,Black Gingham Embroidered Sleeve Top ,https://www.faballey.com/black-gingham-embroidered-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP03400Z/1.jpg,TOP03400Z,Black Pearl Insert Triple Bell Sleeve Top,https://www.faballey.com/black-pearl-insert-triple-bell-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP03240Z/1.jpg,TOP03240Z,Gingham Top With Belt - Black,https://www.faballey.com/gingham-top-with-belt-black-78/prdt
https://img.faballey.com/Images/Product/TOP04684Z/1.jpg,TOP04684Z,BASICS Black White Striped Tank Top ,https://www.faballey.com/basics-black-white-striped-tank-top-78/prdt
https://img.faballey.com/Images/Product/TOP04280Z/1.jpg,TOP04280Z,Black Lace Cami Top ,https://www.faballey.com/black-lace-cami-top-78/prdt
https://img.faballey.com/Images/Product/TOP04221Z/1.jpg,TOP04221Z,Black Check Belted Sleeveless Top,https://www.faballey.com/black-check-belted-sleeveless-top-78/prdt
https://img.faballey.com/Images/Product/TOP04241Z/1.jpg,TOP04241Z,Black Neck Cut Out Fitted Top,https://www.faballey.com/black-neck-cut-out-fitted-top-54/prdt
https://img.faballey.com/Images/Product/TOP04179Z/1.jpg,TOP04179Z,Black Tartan Off Shoulder Crop Top,https://www.faballey.com/black-tartan-off-shoulder-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04030Z/1.jpg,TOP04030Z,Black Striped Bell Sleeve Wrap Top,https://www.faballey.com/black-striped-bell-sleeve-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP03945Z/1.jpg,TOP03945Z,Black Embroidered Yoke Studded Top,https://www.faballey.com/black-embroidered-yoke-studded-top-78/prdt
https://img.faballey.com/Images/Product/TOP05032Z/1.jpg,TOP05032Z,White Smocked Poplin Top ,https://www.faballey.com/white-smocked-poplin-top-78/prdt
https://img.faballey.com/Images/Product/TOP05184Z/1.jpg,TOP05184Z,White Black Polka Belted Wrap Top,https://www.faballey.com/white-black-polka-belted-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP05249Z/1.jpg,TOP05249Z,White Strappy Schiffli Peplum Top,https://www.faballey.com/white-strappy-schiffli-peplum-top-78/prdt
https://img.faballey.com/Images/Product/TOP05017Z/1.jpg,TOP05017Z,White Schiffli Ruffle Sleeve Top,https://www.faballey.com/white-schiffly-ruffle-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP04925Z/1.jpg,TOP04925Z,White Striped Ruffled Sleeve Top ,https://www.faballey.com/white-striped-ruffled-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP04865Z/1.jpg,TOP04865Z,White Navy Floral Ruffled Halter Top ,https://www.faballey.com/white-navy-floral-ruffled-halter-top-78/prdt
https://img.faballey.com/Images/Product/TOP04882Z/1.jpg,TOP04882Z,White Poplin Back Tie Crop Top,https://www.faballey.com/white-poplin-back-tie-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04863Z/1.jpg,TOP04863Z,White Mesh Ruched Smocked Crop Top,https://www.faballey.com/white-mesh-ruched-smocked-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04860Z/1.jpg,TOP04860Z,White Puff Sleeve Zipped Crop Top ,https://www.faballey.com/white-puff-sleeve-zipped-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04909Z/1.jpg,TOP04909Z,White Poplin Short Sleeve Kimono Top,https://www.faballey.com/white-poplin-short-sleeve-kimono-top-78/prdt
https://img.faballey.com/Images/Product/TOP04602Z/1.jpg,TOP04602Z,White Swiss Dot Tie Neck Tiered Top ,https://www.faballey.com/white-swiss-dot-tie-neck-tiered-top-78/prdt
https://img.faballey.com/Images/Product/TOP04578Z/1.jpg,TOP04578Z,White Buttoned Square Neck Blouse ,https://www.faballey.com/white-buttoned-square-neck-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04486Z/1.jpg,TOP04486Z,White Floral Front Tie Blouse ,https://www.faballey.com/white-floral-front-tie-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04496Z/1.jpg,TOP04496Z,White Puffed Sleeve Poplin Top,https://www.faballey.com/white-puffed-sleeve-poplin-top-78/prdt
https://img.faballey.com/Images/Product/TOP04823Z/1.jpg,TOP04823Z,White Buttoned Wrap Top ,https://www.faballey.com/white-buttoned-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP04575Z/1.jpg,TOP04575Z,White Palm Buttoned Strappy Top ,https://www.faballey.com/white-palm-buttoned-strappy-top-78/prdt
https://img.faballey.com/Images/Product/TOP04582Z/1.jpg,TOP04582Z,White Belted Halter Wrap Top  ,https://www.faballey.com/white-belted-halter-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP04287Z/1.jpg,TOP04287Z,White Contrasting Belt Strappy Top,https://www.faballey.com/white-contrasting-belt-strappy-top-78/prdt
https://img.faballey.com/Images/Product/TOP04327Z/1.jpg,TOP04327Z,White Black Front Twist Top,https://www.faballey.com/white-black-front-twist-top-78/prdt
https://img.faballey.com/Images/Product/TOP03887Z/1.jpg,TOP03887Z,White Floral Flared Sleeve Tie Top,https://www.faballey.com/white-floral-flared-sleeve-tie-top-78/prdt
https://img.faballey.com/Images/Product/TOP03672Z/1.jpg,TOP03672Z,White Polka Dot Smocked Waist Top,https://www.faballey.com/white-polka-dot-smocked-waist-top-78/prdt
https://img.faballey.com/Images/Product/TOP03012Z/1.jpg,TOP03012Z,AlliaForFabAlley Suspender Top - White,https://www.faballey.com/alliaforfaballey-suspender-top-white-243/prdt
https://img.faballey.com/Images/Product/TOP05024Z/1.jpg,TOP05024Z,White Pink Floral Pleated Top,https://www.faballey.com/white-pink-floral-pleated-top-78/prdt
https://img.faballey.com/Images/Product/TOP04510Z/1.jpg,TOP04510Z,White Floral Tiered Strappy Top,https://www.faballey.com/white-floral-tiered-strappy-top-78/prdt
https://img.faballey.com/Images/Product/TOP04507Z/1.jpg,TOP04507Z,White Ditsy Floral Frill Neck Blouse ,https://www.faballey.com/white-ditsy-floral-frill-neck-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP04541Z/1.jpg,TOP04541Z,White Strappy Corset Top ,https://www.faballey.com/white-strappy-corset-top-78/prdt
https://img.faballey.com/Images/Product/TOP04355Z/1.jpg,TOP04355Z,White Floral Ruffled Cold Shoulder Cami Top,https://www.faballey.com/white-floral-ruffled-cold-shoulder-cami-top-78/prdt
https://img.faballey.com/Images/Product/TOP04164Z/1.jpg,TOP04164Z,White Strappy Off Shoulder Shirt,https://www.faballey.com/white-strappy-off-shoulder-shirt-78/prdt
https://img.faballey.com/Images/Product/TOP03999Z/1.jpg,TOP03999Z,White Ruffled Schiffli Peasant Top,https://www.faballey.com/white-ruffled-schiffli-peasant-top-78/prdt
https://img.faballey.com/Images/Product/TOP03374Z/1.jpg,TOP03374Z,White Floral Lace Insert Bell Sleeve Blouse,https://www.faballey.com/white-floral-lace-insert-bell-sleeve-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP02904Z/1.jpg,TOP02904Z,Tie Up Bell Sleeve Top - White Floral,https://www.faballey.com/tie-up-bell-sleeve-top-white-floral-78/prdt
https://img.faballey.com/Images/Product/TOP05044Z/1.jpg,TOP05044Z,White Schiffli Ruffled Peplum Top,https://www.faballey.com/white-floral-boota-layer-top-78/prdt
https://img.faballey.com/Images/Product/TOP05001Z/1.jpg,TOP05001Z,White Floral Elasticated Waist Top,https://www.faballey.com/floral-white-elasticated-top-78/prdt
https://img.faballey.com/Images/Product/TOP04912Z/1.jpg,TOP04912Z,White Jersey Tank Top,https://www.faballey.com/white-jersey-tanktop-78/prdt
https://img.faballey.com/Images/Product/TOP04501Z/1.jpg,TOP04501Z,White Bow One Shoulder Top,https://www.faballey.com/white-bow-one-shoulder-top-78/prdt
https://img.faballey.com/Images/Product/TOP04625Z/1.jpg,TOP04625Z,White Smocked Crop Top,https://www.faballey.com/white-smocked-crop-top-78/prdt
https://img.faballey.com/Images/Product/TOP04271Z/1.jpg,TOP04271Z,White Contrast Piping Wrap Top ,https://www.faballey.com/white-contrast-piping-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP04434Z/1.jpg,TOP04434Z,White Black Polka Wrap Top,https://www.faballey.com/white-black-polka-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP04344Z/1.jpg,TOP04344Z,White Black Floral Vine Embroidered Shirt,https://www.faballey.com/white-black-floral-vine-embroidered-shirt-78/prdt
https://img.faballey.com/Images/Product/TOP04206Z/1.jpg,TOP04206Z,White Checked Buckle Belted Top,https://www.faballey.com/white-checked-buckle-belted-top-78/prdt
https://img.faballey.com/Images/Product/TOP04169Z/1.jpg,TOP04169Z,Ivory Floral High Neck Peplum Top,https://www.faballey.com/ivory-floral-high-neck-peplum-top-78/prdt
https://img.faballey.com/Images/Product/TOP04202Z/1.jpg,TOP04202Z,White Embroidered Wrap Top,https://www.faballey.com/white-embroidered-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP04217Z/1.jpg,TOP04217Z,White Polka Smocked Sleeve Top,https://www.faballey.com/white-polka-smocked-sleeve-top-78/prdt
https://img.faballey.com/Images/Product/TOP04089Z/1.jpg,TOP04089Z,Red Striped Buckled Top,https://www.faballey.com/red-striped-buckled-top-78/prdt
https://img.faballey.com/Images/Product/TOP03980Z/1.jpg,TOP03980Z,White Polka Belted Buttoned Top,https://www.faballey.com/white-polka-belted-buttoned-top-78/prdt
https://img.faballey.com/Images/Product/TOP03963Z/1.jpg,TOP03963Z,White Floral Belted Blouse,https://www.faballey.com/white-floral-belted-blouse-78/prdt
https://img.faballey.com/Images/Product/TOP03950Z/1.jpg,TOP03950Z,Stripe Embroidered Belted Strappy Top,https://www.faballey.com/stripe-embroidered-belted-strappy-top-78/prdt
https://img.faballey.com/Images/Product/TOP03793A/1.jpg,TOP03793A,White Lace Insert Embroidered Top  ,https://www.faballey.com/white-lace-insert-embroidered-top-54/prdt
https://img.faballey.com/Images/Product/TOP05226Z/1.jpg,TOP05226Z,Yellow Ditsy Ruched Off Shoulder Top,https://www.faballey.com/yellow-ditsy-ruched-off-shoulder-top-78/prdt
https://img.faballey.com/Images/Product/TOP05100Z/1.jpg,TOP05100Z,Yellow Ruched Smocked Top,https://www.faballey.com/yellow-ruched-smocked-top-78/prdt
https://img.faballey.com/Images/Product/TOP05202Z/1.jpg,TOP05202Z,Yellow Smocked Strappy Tie Up Top,https://www.faballey.com/yellow-smocked-strappy-tie-up-top-78/prdt
https://img.faballey.com/Images/Product/TOP05242Z/1.jpg,TOP05242Z,Mustard Zipped Peplum Top ,https://www.faballey.com/mustard-zipped-peplum-top-78/prdt
https://img.faballey.com/Images/Product/TOP05036Z/1.jpg,TOP05036Z,Yellow Floral Frilled Top ,https://www.faballey.com/yellow-floral-frilled-top-78/prdt
https://img.faballey.com/Images/Product/TOP05052Z/1.jpg,TOP05052Z,Navy Yellow Geo Smocked Strappy Top,https://www.faballey.com/navy-yellow-geo-smocked-strappy-top-78/prdt
https://img.faballey.com/Images/Product/TOP05099Z/1.jpg,TOP05099Z,Mustard White Geo Cami Top ,https://www.faballey.com/mustard-white-geo-cami-top-78/prdt
https://img.faballey.com/Images/Product/TOP04894Z/1.jpg,TOP04894Z,Mustard Solid Puff Sleeve Wrap Top ,https://www.faballey.com/mustard-solid-puff-sleeve-wrap-top-78/prdt
https://img.faballey.com/Images/Product/TOP05118Z/1.jpg,TOP05118Z,Yellow Dotted Smocked Sleeves Top,https://www.faballey.com/yellow-dotted-smocked-sleeves-top-78/prdt
https://img.faballey.com/Images/Product/TOP04997Z/1.jpg,TOP04997Z,Mustard Blouson Sleeve Buttoned Top,https://www.faballey.com/mustard-front-button-top-78/prdt
https://img.faballey.com/Images/Product/TOP04682Z/1.jpg,TOP04682Z,BASICS Mustard Striped High Neck Top ,https://www.faballey.com/basics-mustard-striped-high-neck-top-78/prdt
https://img.faballey.com/Images/Product/TOP04673Z/1.jpg,TOP04673Z,BASICS Mustard Striped Cross Back Top ,https://www.faballey.com/basics-mustard-striped-cross-back-top-78/prdt
https://img.faballey.com/Images/Product/TOP04654Z/1.jpg,TOP04654Z,Mustard Floral Smocked Strappy Top,https://www.faballey.com/mustard-floral-smocked-strappytop-78/prdt
https://img.faballey.com/Images/Product/TOP04568Z/1.jpg,TOP04568Z,Mustard Embroidered Spaghetti Top ,https://www.faballey.com/mustard-embroidered-spaghetti-top-78/prdt
https://img.faballey.com/Images/Product/TOP04529Z/1.jpg,TOP04529Z,Mustard Black Polka Shirt,https://www.faballey.com/mustard-black-polka-shirt-78/prdt
https://img.faballey.com/Images/Product/TOP04536Z/1.jpg,TOP04536Z,CLASSICS Mustard Buttoned Blouse ,https://www.faballey.com/classics-mustard-buttoned-blouse-78/prdt
